,Dataset,Model,AUC,AUC Std. Dev.,Accuracy,Time,FS_Method
27,PAR2,KNN,0.6206766381766382,0.0353077958721158,0.6216191768430575,,Relief50
28,PAR2,LogisticRegression,0.651392710721979,0.0401297260133764,0.6245590230664857,,Relief50
29,PAR2,SVM,0.6392205197693003,0.0333801564996855,0.5855269109000452,,Relief50
30,PAR3,RandomForest,0.7125980307230307,0.0416784389627334,0.6725684333139197,,Relief50
31,PAR3,Boosting,0.6896137964887965,0.0427931217427936,0.6468452727625704,,Relief50
32,PAR3,KNN,0.6613156185031185,0.0652080780614716,0.6606484177829548,,Relief50
33,PAR3,LogisticRegression,0.6634541753291753,0.0409108804653371,0.6587458745874587,,Relief50
34,PAR3,SVM,0.6882870610995611,0.0459488550043921,0.6527858668219764,,Relief50
35,HIV,RandomForest,0.7377112002550343,0.0470094089488916,0.8400000000000001,,Relief50
36,HIV,Boosting,0.668574110479429,0.076031213357125,0.8114285714285716,,Relief50
37,HIV,KNN,0.6794876733436055,0.0491312434063313,0.8371428571428572,,Relief50
38,HIV,LogisticRegression,0.7258899633388236,0.03836098201518,0.822857142857143,,Relief50
39,HIV,SVM,0.6497759594778881,0.1729337663404912,0.8371428571428572,,Relief50
40,OB,RandomForest,0.7560314685314686,0.1086464814308759,0.8043859649122806,,Relief50
41,OB,Boosting,0.6900641025641026,0.1156519368695643,0.800501253132832,,Relief50
42,OB,KNN,0.6116987179487179,0.1155535004944412,0.7829573934837092,,Relief50
43,OB,LogisticRegression,0.7232517482517482,0.1121178500482116,0.7899749373433584,,Relief50
44,OB,SVM,0.7116841491841492,0.1149885186438709,0.768671679197995,,Relief50
45,CDI,RandomForest,0.8953798185941043,0.0622801825365863,0.8481562774363477,,Relief50
46,CDI,Boosting,0.8875492302184032,0.0649392513723925,0.8420544337137841,,Relief50
47,CDI,KNN,0.7559098639455784,0.0558801217949941,0.7381035996488148,,Relief50
48,CDI,LogisticRegression,0.8522422126745436,0.0589046496202221,0.7797629499561018,,Relief50
49,CDI,SVM,0.8261487050960735,0.0514959818253799,0.7380597014925374,,Relief50
50,CIR,RandomForest,0.8063636363636364,0.1240607689004275,0.7141666666666666,,Relief50
51,CIR,Boosting,0.8197272727272727,0.1169239351526035,0.7275,,Relief50
52,CIR,KNN,0.6296666666666667,0.2219319214934565,0.6624999999999999,,Relief50
53,CIR,LogisticRegression,0.6717575757575758,0.2360385020965703,0.7,,Relief50
54,CIR,SVM,0.6546666666666667,0.2294786361394986,0.6991666666666666,,Relief50
55,IBD1,RandomForest,0.7624725274725275,0.151813852993173,0.7695906432748538,,Relief50
56,IBD1,Boosting,0.7283516483516485,0.1525873144793872,0.7146198830409356,,Relief50
57,IBD1,KNN,0.6303571428571428,0.2055283291785248,0.7467836257309942,,Relief50
58,IBD1,LogisticRegression,0.7586813186813187,0.154620656439097,0.7251461988304093,,Relief50
59,IBD1,SVM,0.7608241758241758,0.1468404511763653,0.7684210526315789,,Relief50
60,IBD2,RandomForest,0.6561416361416361,0.1266897039961525,0.6924901185770751,,Relief50
61,IBD2,Boosting,0.6796581196581196,0.1941770430234345,0.683794466403162,,Relief50
62,IBD2,KNN,0.6283760683760684,0.0816324781850381,0.5790513833992095,,Relief50
63,IBD2,LogisticRegression,0.6271794871794872,0.1047515328534847,0.6051383399209487,,Relief50
64,IBD2,SVM,0.6145787545787545,0.1150741823468672,0.5608695652173913,,Relief50
65,MHE,RandomForest,0.7090909090909092,0.1200440690429839,0.6749999999999999,,Relief50
66,MHE,Boosting,0.7255757575757575,0.1731231614124672,0.7116666666666667,,Relief50
67,MHE,KNN,0.6220606060606061,0.1200556038913288,0.6624999999999999,,Relief50
68,MHE,LogisticRegression,0.5909090909090909,0.1250295832761785,0.6091666666666666,,Relief50
69,MHE,SVM,0.5862424242424242,0.0951209369897649,0.6225,,Relief50
70,ART,RandomForest,0.6173856209150328,0.0749532156472441,0.7454545454545455,,Relief50
71,ART,Boosting,0.5900653594771242,0.0890410078603162,0.7193675889328064,,Relief50
72,ART,KNN,0.5950980392156863,0.0484436755033169,0.7545454545454545,,Relief50
73,ART,LogisticRegression,0.5022875816993464,0.0708449700583059,0.7371541501976283,,Relief50
74,ART,SVM,0.5238562091503269,0.1338539113364867,0.709486166007905,,Relief50
0,CRC2,RandomForest,0.7662289562289561,0.1096268375458281,0.6676190476190477,12.870725774765017,Relief100
1,CRC2,Boosting,0.6009427609427609,0.128281573383047,0.590952380952381,0.4329406261444092,Relief100
2,CRC2,KNN,0.7544107744107744,0.0926834204042225,0.5780952380952381,0.1757701396942138,Relief100
3,CRC2,LogisticRegression,0.7106060606060606,0.1170758925477638,0.6295238095238096,0.2089321136474609,Relief100
4,CRC2,SVM,0.722020202020202,0.1440666104484218,0.6566666666666666,0.1302939891815185,Relief100
5,CRC1,RandomForest,0.6782750503074539,0.0248783395896721,0.6306122448979592,2762.710227203369,Relief100
6,CRC1,Boosting,0.6572107934905309,0.0395595142943422,0.6122448979591837,1.73475661277771,Relief100
7,CRC1,KNN,0.5669043562398771,0.0409147488515893,0.5653061224489797,1.2720359325408936,Relief100
8,CRC1,LogisticRegression,0.5899629092081922,0.0396456715741738,0.5489795918367347,1.5873351097106934,Relief100
9,CRC1,SVM,0.5703783050419637,0.0252209291360731,0.5448979591836733,1.25030574798584,Relief100
10,CD1,RandomForest,0.7931009615384615,0.062811203359136,0.7285714285714286,99.32201285362244,Relief100
11,CD1,Boosting,0.7192628205128205,0.0817013183803688,0.7071428571428573,0.6901134014129638,Relief100
12,CD1,KNN,0.6321073717948719,0.0764443763830712,0.5714285714285714,0.4133292198181152,Relief100
13,CD1,LogisticRegression,0.7432371794871795,0.0559594721161521,0.6642857142857144,0.5085217952728271,Relief100
14,CD1,SVM,0.7663541666666667,0.0554810400273353,0.65,0.3606878280639648,Relief100
15,CD2,RandomForest,0.8419092603303129,0.0396700953828214,0.775,121.9273644924164,Relief100
16,CD2,Boosting,0.7937118437118436,0.0471353303847726,0.725,0.7235578060150146,Relief100
17,CD2,KNN,0.6854765117923013,0.080037790540638,0.59375,0.433223009109497,Relief100
18,CD2,LogisticRegression,0.7611078979500033,0.0448515197658033,0.68125,0.5213970184326172,Relief100
19,CD2,SVM,0.7507422402159245,0.063608789724978,0.7,0.3754823684692382,Relief100
20,PAR1,RandomForest,0.7272380952380952,0.0281022500441865,0.675632183908046,390.41285543441774,Relief100
21,PAR1,Boosting,0.6673650793650794,0.0517070259064734,0.6216091954022989,1.1680660724639893,Relief100
22,PAR1,KNN,0.6876507936507937,0.0756294423306235,0.6273563218390804,1.038300085067749,Relief100
23,PAR1,LogisticRegression,0.7192380952380952,0.0574231573254947,0.6751724137931033,1.2468897342681884,Relief100
24,PAR1,SVM,0.5786666666666667,0.1279423213457252,0.5466666666666666,0.8393222332000733,Relief100
25,PAR2,RandomForest,0.7055604197067612,0.0445523247944489,0.6156942559927635,1123.601250076294,Relief100
26,PAR2,Boosting,0.6979619206448475,0.038566051563359,0.627498869289914,1.366985273361206,Relief100
27,PAR2,KNN,0.644775641025641,0.025511433554764,0.6065128900949797,0.979851484298706,Relief100
28,PAR2,LogisticRegression,0.628072927524147,0.0377562778380895,0.6066485753052917,1.2089711666107177,Relief100
29,PAR2,SVM,0.6431846292821902,0.0421413653581389,0.5854816824966079,0.8504364967346192,Relief100
30,PAR3,RandomForest,0.7121685146685147,0.0419951742118121,0.6685692098621627,4632.843037748336,Relief100
31,PAR3,Boosting,0.692118993993994,0.0463932668095378,0.6568433313919628,3.0028238773345945,Relief100
32,PAR3,KNN,0.6479366626241627,0.0639830280742997,0.6547466511357019,2.3047127723693848,Relief100
33,PAR3,LogisticRegression,0.6649705474705474,0.0326930322684685,0.6468646864686469,2.81462025642395,Relief100
34,PAR3,SVM,0.6395206023331024,0.0470188518579805,0.6291982139390411,1.959814691543579,Relief100
0,HIV,RandomForest,0.7458404176186175,0.0451428938026838,0.8400000000000001,2298.595477437973,Relief100
1,HIV,Boosting,0.6641805252997537,0.0498127894370944,0.8142857142857143,2.8392139434814454,Relief100
2,HIV,KNN,0.668035483413917,0.0636419568648768,0.8342857142857143,3.0250558853149414,Relief100
3,HIV,LogisticRegression,0.7181897880027629,0.037612070058233,0.8200000000000001,3.6778390407562256,Relief100
4,HIV,SVM,0.6642597807413705,0.0540361592722166,0.8200000000000001,2.4291168689727782,Relief100
5,OB,RandomForest,0.7518502331002332,0.1114034055730006,0.8006892230576442,696.2913436889648,Relief100
6,OB,Boosting,0.694434731934732,0.1086192842818629,0.7899122807017543,1.4406867027282717,Relief100
7,OB,KNN,0.6078671328671329,0.1074585931833491,0.7793859649122806,1.3791327476501465,Relief100
8,OB,LogisticRegression,0.7214160839160838,0.1105531152678108,0.80062656641604,1.7038977146148682,Relief100
9,OB,SVM,0.7207167832167832,0.0991253002810466,0.775689223057644,1.1175192832946776,Relief100
10,CDI,RandomForest,0.9018185344313164,0.0600658366981295,0.8542142230026339,545.9241527080536,Relief100
11,CDI,Boosting,0.8911430361618331,0.0557497531397131,0.8510535557506584,1.1704636096954346,Relief100
12,CDI,KNN,0.748234425349087,0.0495566848078162,0.7321334503950834,0.9111468315124512,Relief100
13,CDI,LogisticRegression,0.8531731113498031,0.0586625944071345,0.7857330992098331,1.1238707065582276,Relief100
14,CDI,SVM,0.828189521422604,0.0514931438958689,0.7350746268656717,0.7790891170501709,Relief100
15,CIR,RandomForest,0.801030303030303,0.1123064154259313,0.7133333333333334,25.806942892074584,Relief100
16,CIR,Boosting,0.8030606060606061,0.1425244779453355,0.7266666666666667,0.5623956203460694,Relief100
17,CIR,KNN,0.5816666666666667,0.230212462255582,0.6624999999999999,0.3263671398162842,Relief100
18,CIR,LogisticRegression,0.6744242424242424,0.2297049330993447,0.74,0.387723970413208,Relief100
19,CIR,SVM,0.6526666666666667,0.1984652222542892,0.7258333333333333,0.2816953659057617,Relief100
20,IBD1,RandomForest,0.7645054945054944,0.1642897937675718,0.7578947368421052,29.02243723869324,Relief100
21,IBD1,Boosting,0.6933516483516483,0.165910084869248,0.7035087719298245,0.6113575458526611,Relief100
22,IBD1,KNN,0.6332142857142857,0.2045878290837502,0.7467836257309942,0.3876937866210937,Relief100
23,IBD1,LogisticRegression,0.7317032967032968,0.1322900302182957,0.7362573099415205,0.4579150676727295,Relief100
24,IBD1,SVM,0.750989010989011,0.1452373145958723,0.768421052631579,0.3356606960296631,Relief100
25,IBD2,RandomForest,0.6742612942612943,0.1379104182814537,0.6750988142292489,31.62193069458008,Relief100
26,IBD2,Boosting,0.6532356532356532,0.188681236111814,0.6833992094861661,0.6230207443237304,Relief100
27,IBD2,KNN,0.6201953601953603,0.0741369419288199,0.5790513833992095,0.3442508220672607,Relief100
28,IBD2,LogisticRegression,0.6301587301587303,0.1194488713889398,0.5877470355731225,0.3939248561859131,Relief100
29,IBD2,SVM,0.6347741147741147,0.1317736829942583,0.5964426877470356,0.2962082386016845,Relief100
30,MHE,RandomForest,0.7088484848484848,0.1430506405674525,0.6883333333333332,25.756993579864503,Relief100
31,MHE,Boosting,0.7276969696969697,0.1460157859058418,0.6991666666666666,0.5740703105926513,Relief100
32,MHE,KNN,0.6040606060606061,0.1053732880947229,0.6758333333333333,0.3257106304168701,Relief100
33,MHE,LogisticRegression,0.6066060606060606,0.119706773668307,0.6475000000000001,0.4026712894439697,Relief100
34,MHE,SVM,0.4177575757575757,0.1025764692692735,0.585,0.2803461074829101,Relief100
35,ART,RandomForest,0.5964052287581698,0.0678153002444323,0.7454545454545455,164.70572824478148,Relief100
36,ART,Boosting,0.6052287581699346,0.0805286051777189,0.7375494071146245,1.024552011489868,Relief100
37,ART,KNN,0.5898039215686274,0.0897700938086107,0.7545454545454545,0.8932514190673828,Relief100
38,ART,LogisticRegression,0.5058169934640522,0.0722624026873914,0.7284584980237152,1.1075717449188232,Relief100
39,ART,SVM,0.592875816993464,0.0484835173934463,0.6664031620553359,0.730373764038086,Relief100
0,CRC1,RandomForest,0.5828394964346564,0.0716504264070933,0.566530612244898,22.34171203613281,MIFS50
1,CRC1,Boosting,0.5558517805683515,0.0803283453512302,0.5428571428571428,0.8446587371826172,MIFS50
2,CRC1,KNN,0.5581473815583742,0.0611149413434908,0.5448979591836735,0.4652236175537109,MIFS50
3,CRC1,LogisticRegression,0.5546951788982141,0.0735445530377033,0.5551020408163265,0.5390911293029785,MIFS50
4,CRC1,SVM,0.557428899967046,0.0645290983797086,0.5477551020408163,0.4905144596099853,MIFS50
10,CRC2,RandomForest,0.6757979797979797,0.125934444696462,0.6434285714285715,3.911313228607178,MIFS50
11,CRC2,Boosting,0.6432727272727273,0.1153034664050946,0.6353333333333333,0.3642045879364013,MIFS50
12,CRC2,KNN,0.6165454545454546,0.1515644851970019,0.5737142857142857,0.1083215236663818,MIFS50
13,CRC2,LogisticRegression,0.6446195286195286,0.1389988747656426,0.6076190476190476,0.1360181045532226,MIFS50
14,CRC2,SVM,0.6102154882154882,0.1552490802243908,0.5667619047619048,0.088579683303833,MIFS50
15,CD1,RandomForest,0.6541442307692307,0.128907531524421,0.6414285714285713,10.008055324554444,MIFS50
16,CD1,Boosting,0.6351939102564103,0.1118590788699827,0.6314285714285713,0.5259420871734619,MIFS50
17,CD1,KNN,0.6277211538461539,0.1347859329243656,0.5942857142857143,0.231329641342163,MIFS50
18,CD1,LogisticRegression,0.6777596153846155,0.1179148612744332,0.6285714285714286,0.2611548614501953,MIFS50
19,CD1,SVM,0.6416137820512821,0.1379931767814017,0.6142857142857142,0.2031303310394287,MIFS50
20,CD2,RandomForest,0.7693509414562046,0.065364842409363,0.71375,10.17220149040222,MIFS50
21,CD2,Boosting,0.7251384872437504,0.0561670032630422,0.69625,0.5300923347473144,MIFS50
22,CD2,KNN,0.758165927639612,0.0709241122704602,0.6975,0.2356545352935791,MIFS50
23,CD2,LogisticRegression,0.7917164706638391,0.0586923743093777,0.6725,0.2673025035858154,MIFS50
24,CD2,SVM,0.7706201400938242,0.0679516155924132,0.65875,0.2077216148376464,MIFS50
25,PAR1,RandomForest,0.572952380952381,0.0985316638858181,0.5609195402298851,24.147903575897217,MIFS50
26,PAR1,Boosting,0.5588444444444444,0.0819447732957773,0.5486896551724137,0.6740828800201416,MIFS50
27,PAR1,KNN,0.5166349206349207,0.1137862631473059,0.5133793103448275,0.4268100261688232,MIFS50
28,PAR1,LogisticRegression,0.5497333333333333,0.0986552946399423,0.5338390804597701,0.467235050201416,MIFS50
29,PAR1,SVM,0.5053142857142857,0.0898190349960355,0.5202298850574713,0.3422074127197265,MIFS50
30,PAR2,RandomForest,0.5938361302202765,0.0849593856741498,0.6042152872003618,20.3546319103241,MIFS50
31,PAR2,Boosting,0.5578668091168091,0.0774884060408244,0.5927363184079603,0.6936713981628418,MIFS50
32,PAR2,KNN,0.5885449412827463,0.1006817778659828,0.5968882858435096,0.3969350242614746,MIFS50
33,PAR2,LogisticRegression,0.5816552706552707,0.0974256501455861,0.5976119402985074,0.4559461879730224,MIFS50
34,PAR2,SVM,0.5623631957473422,0.0923776506210941,0.603012211668928,0.3855143547058105,MIFS50
35,PAR3,RandomForest,0.6271381092631093,0.0625867469076789,0.6386216268685693,41.23691466331482,MIFS50
36,PAR3,Boosting,0.5668382420882421,0.0595723666085945,0.5936788973014949,1.0218101787567138,MIFS50
37,PAR3,KNN,0.5814281878031877,0.0665590374929735,0.6050980392156863,0.7374521636962891,MIFS50
38,PAR3,LogisticRegression,0.5763491424116425,0.0754503493603156,0.6370840613473112,0.8572115707397461,MIFS50
39,PAR3,SVM,0.5232781531531532,0.0958543331598912,0.6327353911861775,0.7274019527435303,MIFS50
40,HIV,RandomForest,0.6865501301737421,0.0874222843414639,0.8320000000000001,42.92990750312805,MIFS50
41,HIV,Boosting,0.6097919876733436,0.0877013290703265,0.8182857142857144,0.9640800762176512,MIFS50
42,HIV,KNN,0.6543145511219737,0.0959470641634594,0.8314285714285714,0.7115891456604004,MIFS50
43,HIV,LogisticRegression,0.6951192373766891,0.0695763422008424,0.834857142857143,0.8192738056182861,MIFS50
44,HIV,SVM,0.582437126968103,0.1490858136746424,0.8394285714285715,0.6015987110137939,MIFS50
45,OB,RandomForest,0.7223834498834498,0.0933155410255198,0.783659147869674,17.42057409286499,MIFS50
46,OB,Boosting,0.6691083916083918,0.1124143020426523,0.7501629072681705,0.6704814434051514,MIFS50
47,OB,KNN,0.6317482517482518,0.0929585499290222,0.7758395989974938,0.3592599391937255,MIFS50
48,OB,LogisticRegression,0.690259324009324,0.1066386263073836,0.7815538847117796,0.4102189445495605,MIFS50
49,OB,SVM,0.6631963869463868,0.101233215454052,0.766002506265664,0.3151804256439209,MIFS50
50,CDI,RandomForest,0.9106984723714048,0.0232235406485505,0.8511852502194907,11.874499626159668,MIFS50
51,CDI,Boosting,0.885359678959303,0.0375542868427532,0.836935908691835,0.663507080078125,MIFS50
52,CDI,KNN,0.7450444563790429,0.0690707888595585,0.7263213345039509,0.2675968551635742,MIFS50
53,CDI,LogisticRegression,0.8397258026017425,0.0451819031514693,0.8054082528533801,0.3120603942871093,MIFS50
54,CDI,SVM,0.83547081990691,0.059480750656974,0.7392712906057944,0.2458991813659668,MIFS50
55,CIR,RandomForest,0.7116181818181818,0.1216096565930347,0.7045,8.540608987808227,MIFS50
56,CIR,Boosting,0.6625151515151515,0.1088737569366233,0.6955000000000001,0.4514939975738525,MIFS50
57,CIR,KNN,0.6643212121212122,0.1195139845661881,0.6805,0.2103444480895996,MIFS50
58,CIR,LogisticRegression,0.6668303030303031,0.1596830763895028,0.6728333333333333,0.2328210544586181,MIFS50
59,CIR,SVM,0.6495939393939394,0.1678027982486938,0.6808333333333333,0.1754907131195068,MIFS50
60,IBD1,RandomForest,0.722489010989011,0.1244030397148844,0.7382456140350877,7.792636528015136,MIFS50
61,IBD1,Boosting,0.6627197802197802,0.1184206156761716,0.7192982456140351,0.4386146354675293,MIFS50
62,IBD1,KNN,0.6401538461538462,0.155715050173777,0.7340350877192983,0.2035363006591797,MIFS50
63,IBD1,LogisticRegression,0.6709670329670331,0.1205143276790977,0.7211695906432749,0.2312687873840332,MIFS50
64,IBD1,SVM,0.6622747252747254,0.1531835361561602,0.7295906432748538,0.1748321819305419,MIFS50
65,IBD2,RandomForest,0.6321001221001221,0.1172766924777095,0.5844268774703558,5.500972032546997,MIFS50
66,IBD2,Boosting,0.6140537240537242,0.0873254627222544,0.6052173913043478,0.4776301383972168,MIFS50
67,IBD2,KNN,0.5861978021978022,0.1140075365426203,0.5720948616600791,0.1823852729797363,MIFS50
68,IBD2,LogisticRegression,0.6026910866910867,0.1099439332576017,0.5962845849802371,0.206090087890625,MIFS50
69,IBD2,SVM,0.5581904761904761,0.1108883229553013,0.5963636363636363,0.1619062232971191,MIFS50
70,MHE,RandomForest,0.6609212121212121,0.1569301103703912,0.6056666666666667,8.517493295669556,MIFS50
71,MHE,Boosting,0.5947757575757575,0.1425559166950171,0.6163333333333333,0.4315755271911621,MIFS50
72,MHE,KNN,0.5699333333333333,0.1604703376210019,0.5056666666666667,0.2089512348175048,MIFS50
73,MHE,LogisticRegression,0.6134484848484848,0.1449552369397306,0.6543333333333333,0.2356272602081298,MIFS50
74,MHE,SVM,0.5310787878787878,0.1580617059359389,0.5986666666666666,0.1760993289947509,MIFS50
75,ART,RandomForest,0.4820653594771242,0.1224171428117866,0.717707509881423,25.494564657211303,MIFS50
76,ART,Boosting,0.4893464052287581,0.125156691914033,0.7141501976284584,0.5729164886474609,MIFS50
77,ART,KNN,0.4912418300653596,0.1406418101339098,0.7283794466403163,0.4120347595214844,MIFS50
78,ART,LogisticRegression,0.526718954248366,0.1404197000768707,0.7545454545454546,0.4616409015655517,MIFS50
79,ART,SVM,0.5111633986928105,0.1197306302136366,0.7528063241106718,0.3326420497894287,MIFS50
0,CRC2,RandomForest,0.7054410774410773,0.0914416217043071,0.6418095238095237,3.895251893997192,MIFS100
1,CRC2,Boosting,0.6243299663299663,0.1301316016205183,0.5827619047619047,0.2531818866729736,MIFS100
2,CRC2,KNN,0.6427441077441078,0.0963875859341676,0.5968571428571429,0.1268226432800293,MIFS100
3,CRC2,LogisticRegression,0.6715488215488216,0.1423691577853353,0.6277142857142857,0.1472907924652099,MIFS100
4,CRC2,SVM,0.64496632996633,0.152044067465341,0.6027619047619046,0.1040656948089599,MIFS100
10,CRC1,RandomForest,0.5932013665397586,0.064105921020004,0.5730612244897959,25.90605257987976,MIFS100
11,CRC1,Boosting,0.580335307068285,0.0662502776569083,0.5567346938775509,0.7180195713043213,MIFS100
12,CRC1,KNN,0.5510792438807204,0.0628674353831151,0.540408163265306,0.496281509399414,MIFS100
13,CRC1,LogisticRegression,0.5424422989279428,0.0595069338124547,0.5481632653061224,0.6003911781311035,MIFS100
14,CRC1,SVM,0.5505096863759702,0.0655553369100431,0.5514285714285715,0.5195179843902588,MIFS100
15,CD1,RandomForest,0.723724358974359,0.0909720830383726,0.6871428571428573,10.13070517539978,MIFS100
16,CD1,Boosting,0.6970144230769231,0.1002168456293047,0.6657142857142857,0.4165564441680908,MIFS100
17,CD1,KNN,0.7020496794871796,0.0751687041477445,0.6614285714285714,0.2661648368835449,MIFS100
18,CD1,LogisticRegression,0.7133012820512822,0.1253085083846522,0.6571428571428573,0.3126499366760253,MIFS100
19,CD1,SVM,0.7209823717948717,0.1155303258430019,0.6028571428571428,0.2389436435699463,MIFS100
20,CD2,RandomForest,0.8061438853544116,0.0733289259097918,0.74125,10.331583347320556,MIFS100
21,CD2,Boosting,0.7439666473877,0.080911428804778,0.705,0.4161813640594482,MIFS100
22,CD2,KNN,0.755506072874494,0.1153579212734473,0.68375,0.2678960800170898,MIFS100
23,CD2,LogisticRegression,0.8188667180772445,0.0691028408597347,0.68,0.3140008544921875,MIFS100
24,CD2,SVM,0.8048579782790308,0.0830861170591644,0.6125,0.2392144966125488,MIFS100
25,PAR1,RandomForest,0.536863492063492,0.0998045081335976,0.5424827586206897,25.65587845802307,MIFS100
26,PAR1,Boosting,0.5480507936507937,0.1335073808851737,0.5312183908045978,0.547229995727539,MIFS100
27,PAR1,KNN,0.4990984126984126,0.1130939245370668,0.5095172413793104,0.4011897182464599,MIFS100
28,PAR1,LogisticRegression,0.5411809523809523,0.1253524541147181,0.5244597701149425,0.4540242862701416,MIFS100
29,PAR1,SVM,0.509968253968254,0.0942111831979439,0.4986206896551725,0.3475780773162842,MIFS100
30,PAR2,RandomForest,0.6434508720728231,0.0473838424410868,0.6078064224332881,21.1314262008667,MIFS100
31,PAR2,Boosting,0.5908499409353068,0.0507233285635023,0.5927453640886476,0.6265595817565918,MIFS100
32,PAR2,KNN,0.6117654089361406,0.0607067626386128,0.6054454997738579,0.4187673950195312,MIFS100
33,PAR2,LogisticRegression,0.6159062261135432,0.0722863453753207,0.6126639529624603,0.4869283294677734,MIFS100
34,PAR2,SVM,0.5746116843860746,0.0919930845104729,0.5921302578018995,0.4038769817352295,MIFS100
35,PAR3,RandomForest,0.6170713646338646,0.0560089698929912,0.6363075131042516,44.25375378608704,MIFS100
36,PAR3,Boosting,0.5833105364980365,0.0545609783029395,0.6126460881382256,0.9432864379882812,MIFS100
37,PAR3,KNN,0.5863924693924694,0.0710730797658436,0.6133643952630558,0.732664680480957,MIFS100
38,PAR3,LogisticRegression,0.5784369658119658,0.0813690925516341,0.6406134731120171,0.8813145542144776,MIFS100
39,PAR3,SVM,0.5475977130977131,0.0856297004669225,0.630762958648806,0.7073701286315918,MIFS100
40,HIV,RandomForest,0.7055717460992155,0.0750382695204017,0.8377142857142856,45.66426102638245,MIFS100
41,HIV,Boosting,0.6384574854329383,0.089808605508767,0.8108571428571429,0.8201241874694825,MIFS100
42,HIV,KNN,0.6540581885482528,0.1050842147411707,0.8280000000000001,0.683102388381958,MIFS100
43,HIV,LogisticRegression,0.6794284310079166,0.0941924099937489,0.834857142857143,0.7954650497436524,MIFS100
44,HIV,SVM,0.6221758939482492,0.1352405230261663,0.8377142857142857,0.6059889602661133,MIFS100
45,OB,RandomForest,0.7433974358974359,0.0773805989434617,0.7865162907268171,18.498965826034546,MIFS100
46,OB,Boosting,0.7013228438228438,0.0956804525999513,0.7658395989974938,1.749704542160034,MIFS100
47,OB,KNN,0.6345279720279721,0.072725822256881,0.7801002506265664,0.3876419162750244,MIFS100
48,OB,LogisticRegression,0.6845541958041957,0.0982999578251367,0.7793734335839599,0.4433744525909424,MIFS100
49,OB,SVM,0.6900961538461539,0.0864960076537545,0.779360902255639,0.3360480976104736,MIFS100
50,CDI,RandomForest,0.916920276882683,0.0238998587456954,0.8471115013169447,11.803404359817504,MIFS100
51,CDI,Boosting,0.8985278672872657,0.0325594908794225,0.8494381035996489,0.5738463878631592,MIFS100
52,CDI,KNN,0.7096850757846999,0.076218260159377,0.6954609306409131,0.3054109668731689,MIFS100
53,CDI,LogisticRegression,0.8376697696622507,0.047961110871178,0.7940825285338015,0.3766634368896484,MIFS100
54,CDI,SVM,0.8101512710347297,0.0707154817648817,0.7339069359086919,0.288855390548706,MIFS100
55,CIR,RandomForest,0.7804848484848484,0.1308702453588815,0.7304999999999999,8.647216711044312,MIFS100
56,CIR,Boosting,0.7211333333333333,0.1425735331034403,0.732,0.3646465015411377,MIFS100
57,CIR,KNN,0.6454242424242423,0.161752727654223,0.6731666666666666,0.2414886379241943,MIFS100
